Institution,Program,Degree Type,Country,Decision,Notification Date,Notification Method,Undergrad GPA,GRE General,GRE Verbal,Analytical Writing,Notes,Details URL
"University Of Georgia, Terry College Of Business",Finance,PhD,International,Rejected,on 29/03/2024,E-mail,3.81,0,0,0.0,,https://www.thegradcafe.com/result/935258
"University Of Georgia, Terry College Of Business",Finance,PhD,International,Rejected,on 29/03/2024,E-mail,0.0,0,0,0.0,"11r/1p. Almost the end of the cycle and no offer. 3 year of RA experience, it all feels like a waste with nothing to look forward to. Don't know what to do next :(",https://www.thegradcafe.com/result/935236
University Of Gothenburg,Economics,PhD,International,Wait listed,on 27/02/2024,E-mail,3.7,0,0,0.0,Invited to interview on 02/23/24,https://www.thegradcafe.com/result/928685
University Of Illinois - Urbana Champaign,Computer Science,PhD,American,Accepted,on 31/01/2024,E-mail,3.81,0,0,0.0,Accepted via Email. Computer Vision Field,https://www.thegradcafe.com/result/910955
University Of Illinois - Urbana Champaign,Physics,PhD,International,Accepted,on 07/03/2024,E-mail,3.97,0,0,0.0,"astrophysics/gravity, no interview, 2 pubs, 3 conference talks",https://www.thegradcafe.com/result/930080
University Of Illinois - Urbana Champaign,Sociology,PhD,International,Wait listed,on 22/02/2024,Other,3.7,0,0,0.0,IGNORE STATUS. I wanted to ask if anyone has heard from this school yet? I don't think I've seen much (if anything) about it on Gradcafe yet so I wanted to know where the school was at with their applications. Thank you and good luck everyone!,https://www.thegradcafe.com/result/923444
University Of Illinois At Champaign,Communication,PhD,International,Rejected,on 26/01/2024,E-mail,3.8,0,0,0.0,Should I email the dreaming teacher to ask for another chance to be considered? My research interest is totally alien with the dreaming teacher's!!!,https://www.thegradcafe.com/result/909159
University Of Illinois At Urbana Champaign,Sociology,PhD,International,Wait listed,on 03/03/2024,E-mail,3.74,0,0,0.0,,https://www.thegradcafe.com/result/927802
University Of Illinois At Urbana-Champaign,Aerospace Engineering,PhD,International,Accepted,on 28/02/2024,E-mail,0.0,0,0,0.0,"Recommended for admission but need to find an advisor first.
-S",https://www.thegradcafe.com/result/926180
University Of Illinois At Urbana-Champaign,Aerospace Engineering,PhD,International,Accepted,on 08/02/2024,E-mail,4.0,0,0,0.0,"Finally received the official offer letter. So excited!!
If you are also going to accept the offer from AE@UIUC, feel free to contact me at viatorstanley23@gmail.com. I am hoping to connect :)",https://www.thegradcafe.com/result/915757
University Of Illinois At Urbana-Champaign,Computational Linguistics,PhD,International,Interview,on 07/02/2024,E-mail,0.0,0,0,0.0,Ignore the notification. Has anyone heard from UIUC?,https://www.thegradcafe.com/result/914801
University Of Illinois At Urbana-Champaign,Electrical And Computer Engineering,PhD,American,Rejected,on 01/04/2024,E-mail,3.77,0,0,0.0,"No interview, rejected by email",https://www.thegradcafe.com/result/935530
University Of Illinois At Urbana-Champaign,Electrical Engineering,PhD,International,Rejected,on 01/04/2024,E-mail,0.0,0,0,0.0,"This semester we received a large number of applications for entry into our graduate program.  Most of these applicants are well qualified for study and research at the graduate level.

However, because of our limited instructional and research facilities we are not able to admit all qualified applicants.

We regret to inform you that on the basis of the recommendation of the Graduate Admissions Committee, we are not able to offer you admission to our graduate program.

We trust that you will find an alternative path to achieve your academic goals.",https://www.thegradcafe.com/result/935631
University Of Illinois At Urbana-Champaign,Natural Resources & Environmental Sciences (NERS),PhD,International,Interview,on 05/01/2024,E-mail,3.86,0,0,0.0,Acknowledged by professor,https://www.thegradcafe.com/result/903347
University Of Illinois At Urbana-Champaign,Physics,PhD,American,Accepted,on 15/02/2024,E-mail,3.88,0,0,0.0,CME,https://www.thegradcafe.com/result/924950
University Of Illinois At Urbana-Champaign,Physics,PhD,International,Accepted,on 20/01/2024,E-mail,3.67,0,0,0.0,I hope everybody get a good result1,https://www.thegradcafe.com/result/906883
University Of Illinois At Urbana-Champaign,"Program In Ecology, Evolution, And Conservation Biology",PhD,International,Interview,on 15/12/2023,E-mail,3.86,0,0,0.0,"Interview scheduled at Dec 15, 2023",https://www.thegradcafe.com/result/903346
University Of Illinois At Urbana-Champaign (UIUC),Molecular And Cellular Biology (MCB),PhD,International,Accepted,on 09/03/2024,E-mail,3.63,0,0,0.0,,https://www.thegradcafe.com/result/930869
University Of Illinois Urbana - Champaign,Electrical And Computer Engineering,PhD,International,Rejected,on 02/04/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/935670
University Of Illinois Urbana - Champaign,English,PhD,American,Wait listed,on 17/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/905813
University Of Illinois Urbana - Champaign,English,PhD,American,Wait listed,on 17/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/905812
University Of Illinois Urbana Champaign,Agricultural And Consumer Economics,PhD,International,Interview,on 06/02/2024,E-mail,3.75,0,0,0.0,Have not heard back from ACE after the interview. Has anyone received offers after the interview?,https://www.thegradcafe.com/result/913581
University Of Illinois Urbana Champaign,Chemistry,PhD,International,Accepted,on 22/12/2023,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/902596
University Of Illinois Urbana Champaign,Civil And Environmental Engineering,PhD,International,Accepted,on 18/02/2024,E-mail,3.85,0,0,0.0,Admit + RA + EES Fellowship,https://www.thegradcafe.com/result/925324
University Of Illinois Urbana Champaign,Computer Science,PhD,International,Rejected,on 15/03/2024,E-mail,3.97,0,0,0.0,"Encouraged to apply, but did not get any interview calls. Expected.",https://www.thegradcafe.com/result/932642
University Of Illinois Urbana Champaign,Mechanical Engineering,PhD,International,Rejected,on 20/03/2024,E-mail,3.71,0,0,0.0,Publication -6,https://www.thegradcafe.com/result/936156
University Of Illinois Urbana Champaign,Physics,PhD,International,Rejected,on 07/03/2024,E-mail,3.7,0,0,0.0,"HEP EX, No Publication",https://www.thegradcafe.com/result/930054
University Of Illinois Urbana Champaign,Physics,PhD,International,Rejected,on 05/03/2024,E-mail,4.0,0,0,0.0,,https://www.thegradcafe.com/result/928483
University Of Illinois Urbana Champaign,Physics,PhD,International,Rejected,on 04/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/928432
University Of Illinois Urbana Champaign,Physics,PhD,International,Rejected,on 04/03/2024,E-mail,3.64,0,0,0.0,CMT/HET,https://www.thegradcafe.com/result/928426
University Of Illinois Urbana Champaign,Physics,PhD,International,Wait listed,on 11/02/2024,Other,0.0,0,0,0.0,Have UIUC already sent out all offers?,https://www.thegradcafe.com/result/916792
University Of Illinois Urbana Champaign,Social Psychology,PhD,American,Rejected,on 12/02/2024,E-mail,3.53,0,0,0.0,Got an email from the university with the rejection.,https://www.thegradcafe.com/result/917489
University Of Illinois Urbana Champaign (UIUC),Plant Biology,PhD,American,Accepted,on 09/02/2024,E-mail,0.0,0,0,0.0,Have not heard from grad committee but was emailed by PI,https://www.thegradcafe.com/result/916822
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,International,Accepted,on 13/02/2024,E-mail,0.0,0,0,0.0,"I have been admitted, however, the email stated that I must seek a professor for supervision and funding, and thus have sent an email to the professor that I have mentioned in my Academic Statement. Is anyone else in the same situation and has gotten a reply back? Does anyone know if the professor in my Academic Statement has already gone through my documents and accepted me? Thank you! :)",https://www.thegradcafe.com/result/917748
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,International,Accepted,on 08/02/2024,E-mail,0.0,0,0,0.0,Recommended for acceptance - need to find supervisor and funding,https://www.thegradcafe.com/result/915442
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,International,Accepted,on 08/02/2024,E-mail,3.8,0,0,0.0,No interview.,https://www.thegradcafe.com/result/915338
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,International,Accepted,on 08/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/915188
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,American,Accepted,on 07/02/2024,E-mail,0.0,0,0,0.0,"Does Ms. Jenna Russell, the program coordinator, ever respond to emails???",https://www.thegradcafe.com/result/914562
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,American,Accepted,on 05/02/2024,E-mail,3.78,0,0,0.0,accepted with no funding or advisor,https://www.thegradcafe.com/result/913908
University Of Illinois Urbana-Champaign,Aerospace Engineering,PhD,American,Accepted,on 02/02/2024,E-mail,4.0,0,0,0.0,GPA 4.0; 3 first-author publications; 3 years of work experience,https://www.thegradcafe.com/result/912197
University Of Illinois Urbana-Champaign,Anthropology,PhD,American,Accepted,on 19/12/2023,E-mail,4.0,0,0,0.0,Archaeology focus,https://www.thegradcafe.com/result/906822
University Of Illinois Urbana-Champaign,Behavioral Neuroscience,PhD,International,Rejected,on 26/02/2024,E-mail,3.78,0,0,0.0,I have another offer that I need to respond asap. So I emailed the admission office about my results and got rejected. Good luck for everyone else,https://www.thegradcafe.com/result/924799
University Of Illinois Urbana-Champaign,Bioengineering,PhD,International,Accepted,on 06/03/2024,E-mail,4.0,0,0,0.0,"Had discussion with a faculty regarding possibility of RA, she offered a position verbally. Got official letter from department the next day!",https://www.thegradcafe.com/result/929084
University Of Illinois Urbana-Champaign,Biophysics And Computational Biology,PhD,International,Interview,on 12/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/931349
University Of Illinois Urbana-Champaign,Chemical And Biomolecular Engineering,PhD,International,Accepted,on 23/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/907844
University Of Illinois Urbana-Champaign,Chemistry,PhD,American,Accepted,on 12/12/2024,E-mail,3.8,0,0,0.0,So excited. What a relief.,https://www.thegradcafe.com/result/939269
University Of Illinois Urbana-Champaign,Chemistry,PhD,American,Accepted,on 12/12/2024,E-mail,3.98,0,0,0.0,,https://www.thegradcafe.com/result/939255
University Of Illinois Urbana-Champaign,Chemistry,PhD,International,Accepted,on 13/12/2023,Phone,3.98,0,0,0.0,,https://www.thegradcafe.com/result/901496
University Of Illinois Urbana-Champaign,Civil And Environmental Engineering,PhD,International,Accepted,on 23/01/2024,E-mail,3.95,152,169,3.5,"undergrad + master  (gpa 3.57+3.95), with a specialization in transportation engineering",https://www.thegradcafe.com/result/907841
University Of Illinois Urbana-Champaign,Clinical Psychology,PhD,American,Interview,on 20/11/2024,E-mail,0.0,0,0,0.0,prelim with TK,https://www.thegradcafe.com/result/939186
University Of Illinois Urbana-Champaign,Clinical Psychology,PhD,American,Rejected,on 09/12/2024,E-mail,0.0,0,0,0.0,Rejected after pelim,https://www.thegradcafe.com/result/939171
University Of Illinois Urbana-Champaign,Clinical Psychology,PhD,American,Rejected,on 09/12/2024,E-mail,0.0,0,0,0.0,Did pre-interview with PI; rejected after,https://www.thegradcafe.com/result/939150
University Of Illinois Urbana-Champaign,Clinical Psychology,PhD,American,Accepted,on 06/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/930714
University Of Illinois Urbana-Champaign,Communication,PhD,International,Rejected,on 26/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/909106
University Of Illinois Urbana-Champaign,Computer Science,PhD,International,Accepted,on 13/03/2024,E-mail,3.72,0,0,0.0,Had an interview with a Prof on March 8 and found that we have a great overlap of my research experience and interests with the projects the Prof has in their lab.,https://www.thegradcafe.com/result/935250
University Of Illinois Urbana-Champaign,Computer Science,PhD,American,Accepted,on 29/01/2024,E-mail,3.83,0,0,0.0,"AI/ML, 2 interviews in late January, No GRE",https://www.thegradcafe.com/result/909886
University Of Illinois Urbana-Champaign,Computer Science,PhD,International,Interview,on 21/01/2024,E-mail,3.92,170,155,3.5,,https://www.thegradcafe.com/result/906942
University Of Illinois Urbana-Champaign,Computer Science,PhD,American,Interview,on 16/01/2024,E-mail,3.83,0,0,0.0,"Informal 30-minute meeting with potential PI, discussed the similarities in our research interests. Asked why my research would be an improvement of what currently exists and if I am open to his projects. The second half of the interview was dedicated to questions for him.",https://www.thegradcafe.com/result/906164
University Of Illinois Urbana-Champaign,Computer Science,PhD,International,Interview,on 03/01/2024,E-mail,3.84,0,0,0.0,"Informal email from prof that's not listed in my SoP. Had a 30-min interview and talked about my motivation, research experience,    and my questions.",https://www.thegradcafe.com/result/904142
University Of Illinois Urbana-Champaign,Computer Science,PhD,American,Accepted,on 07/01/2024,E-mail,0.0,0,0,0.0,Informal offer from PI,https://www.thegradcafe.com/result/903617
University Of Illinois Urbana-Champaign,ECE,PhD,International,Accepted,on 27/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925838
University Of Illinois Urbana-Champaign,ECE,PhD,International,Accepted,on 09/02/2024,E-mail,3.98,170,146,4.0,,https://www.thegradcafe.com/result/917716
University Of Illinois Urbana-Champaign,East Asian Languages And Cultures,PhD,International,Interview,on 07/01/2024,Phone,0.0,0,0,0.0,,https://www.thegradcafe.com/result/906390
University Of Illinois Urbana-Champaign,Economics,PhD,International,Accepted,on 13/02/2024,E-mail,3.7,165,159,3.5,,https://www.thegradcafe.com/result/917911
University Of Illinois Urbana-Champaign,Electrical And Computer Engineering,PhD,International,Accepted,on 04/11/2024,E-mail,3.89,0,0,0.0,,https://www.thegradcafe.com/result/939017
University Of Illinois Urbana-Champaign,English,PhD,International,Rejected,on 01/02/2024,E-mail,0.0,167,164,5.5,,https://www.thegradcafe.com/result/915739
University Of Illinois Urbana-Champaign,History,PhD,American,Accepted,on 26/01/2024,E-mail,0.0,0,0,0.0,"Application portal not yet updated, notified via email from Director of Graduate Studies on 1/26 with admittance letter attached detailing funding package. MA GPA was 3.92 and undergrad was 3.96, no GRE, no publications other than thesis. This is my first decision of the season, starting off on a good note!",https://www.thegradcafe.com/result/909363
University Of Illinois Urbana-Champaign,Human Development And Family Studie,PhD,International,Rejected,on 09/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/903928
University Of Illinois Urbana-Champaign,ICR,PhD,International,Rejected,on 23/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/924653
University Of Illinois Urbana-Champaign,"ICR, Communications & Media",PhD,International,Wait listed,on 19/02/2024,E-mail,0.0,0,0,0.0,Hope I can be lucky enough to get the offer,https://www.thegradcafe.com/result/921351
University Of Illinois Urbana-Champaign,Linguistics,PhD,International,Rejected,on 30/01/2024,E-mail,0.0,0,0,0.0,Ignore th status?Has anyone received any notification from the department yet?,https://www.thegradcafe.com/result/910031
University Of Illinois Urbana-Champaign,Materials Science And Engineering,PhD,International,Accepted,on 26/02/2024,E-mail,3.83,0,0,0.0,,https://www.thegradcafe.com/result/925423
University Of Illinois Urbana-Champaign,Materials Science And Engineering,PhD,International,Accepted,on 27/02/2024,E-mail,3.9,168,152,0.0,,https://www.thegradcafe.com/result/925321
University Of Illinois Urbana-Champaign,Mathematics,PhD,International,Rejected,on 12/04/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/937017
University Of Illinois Urbana-Champaign,Mathematics,PhD,American,Wait listed,on 15/02/2024,E-mail,3.93,0,0,0.0,"Received invitation to virtual open house sent out to all who ""were either admitted to our PhD program in mathematics or are on our long waiting list."" No updates in the portal or contact from the program otherwise, so likely the latter.",https://www.thegradcafe.com/result/921067
University Of Illinois Urbana-Champaign,Mechanical Engineering,PhD,American,Accepted,on 27/02/2024,E-mail,3.94,0,0,0.0,no interviews pre-admission,https://www.thegradcafe.com/result/933552
University Of Illinois Urbana-Champaign,Molecular & Cellular Biology,PhD,International,Rejected,on 20/12/2023,E-mail,3.97,169,165,3.5,International student,https://www.thegradcafe.com/result/902367
University Of Illinois Urbana-Champaign,Molecular And Cellular Biology,PhD,International,Accepted,on 08/03/2024,E-mail,3.93,170,165,3.5,,https://www.thegradcafe.com/result/930524
University Of Illinois Urbana-Champaign,Organic Chemistry,PhD,American,Accepted,on 08/01/2024,E-mail,3.73,0,0,0.0,,https://www.thegradcafe.com/result/905422
University Of Illinois Urbana-Champaign,Physics,PhD,American,Accepted,on 10/03/2024,E-mail,4.0,0,0,0.0,I got accepted to 6 of the 7 schools I applied to. What a choice I will have to make now...,https://www.thegradcafe.com/result/930785
University Of Illinois Urbana-Champaign,Physics,PhD,American,Rejected,on 07/03/2024,E-mail,3.92,0,0,0.0,"cosmology/gr theory. really bummed about this because I did an interview with them and thought it went well, and they were my top choice.",https://www.thegradcafe.com/result/929742
University Of Illinois Urbana-Champaign,Physics,PhD,International,Accepted,on 23/02/2024,Website,3.8,0,0,0.0,CMT,https://www.thegradcafe.com/result/923995
University Of Illinois Urbana-Champaign,Physics,PhD,American,Accepted,on 23/02/2024,E-mail,3.7,0,0,0.0,CMT. 2 undergrad research projects with 1 publication.,https://www.thegradcafe.com/result/923759
University Of Illinois Urbana-Champaign,Physics,PhD,International,Accepted,on 17/02/2024,E-mail,3.76,0,0,0.0,"No GRE, PGRE 980, no pub, 4 years of high school and undergrad research experience",https://www.thegradcafe.com/result/920943
University Of Illinois Urbana-Champaign,Physics,PhD,International,Accepted,on 14/02/2024,E-mail,4.0,0,0,0.0,"CM(E/T). No GRE, no interview, submitted on Jan 15.",https://www.thegradcafe.com/result/918606
University Of Illinois Urbana-Champaign,Physics,PhD,American,Interview,on 16/01/2024,E-mail,3.92,0,0,0.0,Invitation to interview with a faculty I listed in my SOP via Zoom,https://www.thegradcafe.com/result/912629
University Of Illinois Urbana-Champaign,Physics,PhD,American,Accepted,on 19/01/2024,E-mail,0.0,0,0,0.0,CME,https://www.thegradcafe.com/result/906967
University Of Illinois Urbana-Champaign,Plant Biology,PhD,American,Interview,on 12/12/2024,E-mail,3.77,0,0,0.0,Got sent an email with a letter inviting me for in-person interview at end of January. First interview offer!!,https://www.thegradcafe.com/result/939256
University Of Illinois Urbana-Champaign,Political Science,PhD,American,Accepted,on 09/01/2024,E-mail,3.9,0,0,0.0,Did not submit GRE.,https://www.thegradcafe.com/result/908640
University Of Illinois Urbana-Champaign,"Program In Ecology, Evolution, And Conservation Biology",PhD,International,Accepted,on 10/01/2024,E-mail,3.86,0,0,0.0,"Great match with POI. 1 first author pub, several co-authored paper in preparation. 2 masters degree (interdisciplinary).",https://www.thegradcafe.com/result/904456
University Of Illinois Urbana-Champaign,Sociology,PhD,International,Accepted,on 05/01/2024,E-mail,3.61,0,0,0.0,GPA is master's. UIUC sociology is nice in being reliable about when to release decisions. On their website they said offers and waitlist will be sent off by the first week of January. They did it.,https://www.thegradcafe.com/result/903528
University Of Illinois Urbana-Champaign,Statistics,PhD,International,Rejected,on 23/02/2024,E-mail,3.88,0,0,0.0,give a MS option...,https://www.thegradcafe.com/result/924034
University Of Illinois Urbana-Champaign,Statistics,PhD,International,Accepted,on 23/02/2024,E-mail,3.92,0,0,0.0,,https://www.thegradcafe.com/result/923780
University Of Illinois Urbana-Champaign,Statistics,PhD,International,Interview,on 02/02/2024,E-mail,3.92,0,0,0.0,,https://www.thegradcafe.com/result/912410
University Of Illinois Urbana-Champaign (UIUC),Agricultural And Applied Economics,PhD,International,Accepted,on 26/01/2024,E-mail,3.56,168,159,4.5,,https://www.thegradcafe.com/result/922918
University Of Illinois Urbana-Champaign (UIUC),Agricultural And Applied Economics,PhD,International,Rejected,on 16/02/2024,E-mail,0.0,165,152,3.5,,https://www.thegradcafe.com/result/920120
University Of Illinois Urbana-Champaign (UIUC),Computer Science,PhD,International,Accepted,on 06/02/2024,E-mail,3.83,0,0,0.0,"I wrote two professors' names in my SOP. Both of them have taken my interview individually. UIUC has central admission, but I believe the professors' recommendations greatly mattered in my case.",https://www.thegradcafe.com/result/914252
University Of Illinois Urbana-Champaign (UIUC),English,PhD,American,Rejected,on 31/01/2024,E-mail,4.0,0,0,0.0,"saw this coming (saw the acceptances earlier on this website) and not too heartbroken, 1r/7p",https://www.thegradcafe.com/result/910881
University Of Illinois Urbana-Champaign (UIUC),Plant Biology,PhD,American,Interview,on 20/12/2023,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/905253
University Of Illinois Urbana-Champaign (UIUC),Psychology,PhD,American,Rejected,on 16/02/2024,Website,3.94,0,0,0.0,"Rejection email from the department, developmental focus.",https://www.thegradcafe.com/result/920308
University Of Illinois Urbana-Champaign (UIUC),Social Ps,PhD,American,Rejected,on 14/02/2024,E-mail,0.0,0,0,0.0,Had a prelim meeting in December. Got a rejection email from the PI.,https://www.thegradcafe.com/result/919519
University Of Illinois Urbana-champaign,Physics,PhD,International,Accepted,on 17/02/2024,E-mail,3.64,0,0,0.0,hep-th,https://www.thegradcafe.com/result/920719
"University Of Illinois, Champaign",Finance,PhD,International,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/929674
"University Of Illinois, Chicago (UIC)",Biomedical Science,PhD,International,Interview,on 28/03/2024,E-mail,3.3,0,0,0.0,Was interviewed on 28th March. Haven't heard anything after that.,https://www.thegradcafe.com/result/936713
"University Of Illinois, Chicago (UIC)",Biomedical Sciences,PhD,International,Rejected,on 19/04/2024,E-mail,3.3,0,0,0.0,Was interviewed on 28th March 2024. Emailed them to know the status of my application. Got to know that I was already rejected. Applied to 10 schools in usa for PhD in biomedical research for F24. Got rejected from all of them.,https://www.thegradcafe.com/result/937664
"University Of Illinois, Chicago (UIC)",Chemistry,PhD,American,Interview,on 15/12/2024,E-mail,4.0,0,0,0.0,Interviews scheduled throughout this coming week.,https://www.thegradcafe.com/result/939435
"University Of Illinois, Chicago (UIC)",Chemistry,PhD,American,Rejected,on 24/04/2024,Website,3.4,167,169,5.0,"Emailed on the 16th and finally got a status update that just said ""Denied""",https://www.thegradcafe.com/result/937931
"University Of Illinois, Chicago (UIC)",Clinical Psychology,PhD,American,Rejected,on 29/02/2024,E-mail,0.0,0,0,0.0,Rejected from waitlist,https://www.thegradcafe.com/result/935775
"University Of Illinois, Chicago (UIC)",Communication,PhD,American,Rejected,on 15/04/2024,Other,4.0,0,0,0.0,"No email notification, checked website and it says DENY.",https://www.thegradcafe.com/result/937305
"University Of Illinois, Chicago (UIC)",Computer Science,PhD,International,Rejected,on 07/05/2024,Website,3.83,162,161,3.5,interviews with 2 potential advisors in January. 1a | 7r | 1w | 4i,https://www.thegradcafe.com/result/938202
"University Of Illinois, Chicago (UIC)",Computer Science,PhD,International,Wait listed,on 29/04/2024,Other,3.83,162,161,3.5,"2 interviews with potential advisors in January, but never heard back from the program, even after reaching out by email. Really disrespectful :/",https://www.thegradcafe.com/result/938013
"University Of Illinois, Chicago (UIC)",Computer Science,PhD,International,Rejected,on 16/03/2024,E-mail,3.38,0,0,0.0,"Your application for graduate study for the Fall 2024 Doctor of Philosophy (PhD) program in the Department of Computer Science at the University of Illinois Urbana-Champaign has been carefully considered by our Graduate Admissions Committee.  We regret to inform you that the committee is not recommending you for admission to graduate program.  Due to space limitations and a number of exceptional applicants, we are unfortunately unable to recommend many well-qualified students for the program.  Therefore, we hope that this decision will not discourage you from pursuing your future academic and career goals.",https://www.thegradcafe.com/result/932836
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Accepted,on 09/04/2024,E-mail,3.76,163,154,4.0,off the waitlist,https://www.thegradcafe.com/result/936580
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Accepted,on 08/04/2024,E-mail,0.0,0,0,0.0,Got accepted today from the waitlist.,https://www.thegradcafe.com/result/936448
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Wait listed,on 07/04/2024,E-mail,0.0,0,0,0.0,Please decline if you have dominant offers. Thanks.,https://www.thegradcafe.com/result/936346
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Wait listed,on 02/04/2024,POST,0.0,0,0,0.0,TPB: I declined my offer a while ago. GL!,https://www.thegradcafe.com/result/935783
"University Of Illinois, Chicago (UIC)",Economics,PhD,American,Wait listed,on 05/03/2024,E-mail,0.0,0,0,0.0,Anybody accepting or rejecting offers from UIC (pr planning to). Just wondering how high my chances are.,https://www.thegradcafe.com/result/935769
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Wait listed,on 01/04/2024,E-mail,0.0,0,0,0.0,"Please decline, if you have dominant offers. It is my dream school.",https://www.thegradcafe.com/result/935577
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Accepted,on 27/03/2024,E-mail,0.0,0,0,0.0,Is somebody planning to attend UIC?,https://www.thegradcafe.com/result/934956
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Wait listed,on 05/03/2024,E-mail,0.0,0,0,0.0,"If you have better options, please decline the offer asap. This is my top school. Thank you!!",https://www.thegradcafe.com/result/933936
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Rejected,on 12/03/2024,E-mail,0.0,0,0,0.0,"Not even a rejection letter but a simple ""denied""",https://www.thegradcafe.com/result/931618
"University Of Illinois, Chicago (UIC)",Economics,PhD,International,Wait listed,on 06/03/2024,E-mail,3.9,170,155,4.0,"Email from the Director of Graduate Studies of the Economics Department, that I have been placed on the waitlist but my rank is high and will likely be admitted. 
Admission comes with financial aid and health care.",https://www.thegradcafe.com/result/929726
"University Of Illinois, Chicago (UIC)",Mathematics,PhD,International,Wait listed,on 20/05/2024,Website,0.0,0,0,0.0,Has anyone heard from this program? I submitted my application by December 15 and have yet to receive any feedback.,https://www.thegradcafe.com/result/938351
"University Of Illinois, Chicago (UIC)",Mathematics,PhD,International,Accepted,on 11/04/2024,E-mail,2.9,0,0,0.0,off waitlist / TA / Two publications / Will accept the offer,https://www.thegradcafe.com/result/936953
"University Of Illinois, Chicago (UIC)",Mathematics,PhD,International,Wait listed,on 30/03/2024,E-mail,0.0,0,0,0.0,TTPB: Pure math? I've been placed on waitlist either.,https://www.thegradcafe.com/result/935409
"University Of Illinois, Chicago (UIC)",Mathematics,PhD,International,Wait listed,on 19/03/2024,E-mail,3.61,0,0,0.0,"It is my dream school and now, my only option for Fall 2024 :(
If you are considering other options, please please please decline UIC. Thank You!",https://www.thegradcafe.com/result/935407
"University Of Illinois, Chicago (UIC)",Mechanical Engineering,PhD,International,Rejected,on 11/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/933108
"University Of Illinois, Chicago (UIC)",Pharmaceutical Sciences,PhD,American,Accepted,on 22/04/2024,E-mail,0.0,0,0,0.0,Immediately declined as they took too long to give me an update. Got accepted into much better programs anyway.,https://www.thegradcafe.com/result/937768
"University Of Illinois, Chicago (UIC)",Pharmaceutical Sciences,PhD,International,Wait listed,on 02/04/2024,Postal Service,3.6,0,0,0.0,Please decline if you have dominant offers. Thanks.,https://www.thegradcafe.com/result/937223
"University Of Illinois, Chicago (UIC)",Physics,PhD,International,Wait listed,on 16/04/2024,Other,0.0,0,0,0.0,Ignore waitlist. Has anyone heard anything from them?,https://www.thegradcafe.com/result/937487
"University Of Illinois, Chicago (UIC)",Psychology,PhD,American,Interview,on 05/12/2024,E-mail,3.75,0,0,0.0,Preliminary Zoom Interview,https://www.thegradcafe.com/result/939117
"University Of Illinois, Chicago (UIC)",Public Administration,PhD,International,Accepted,on 27/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/934837
"University Of Illinois, Chicago (UIC)",Pure Mathematics,PhD,International,Wait listed,on 30/03/2024,Other,0.0,0,0,0.0,TTPB: Pure math?  I've been placed on waitlist either.,https://www.thegradcafe.com/result/935408
"University Of Illinois, Chicago (UIC)",Sociocultural Anthropology,PhD,International,Wait listed,on 08/03/2024,E-mail,0.0,0,0,0.0,Please do let go of the offer asap if you do not plan on attending. This is my dream school.],https://www.thegradcafe.com/result/937121
"University Of Illinois, Urbana Champaign",Bioengineering,PhD,International,Wait listed,on 01/02/2024,E-mail,3.68,0,0,0.0,,https://www.thegradcafe.com/result/911248
"University Of Illinois, Urbana Champaign",Civil And Environmental Engineering,PhD,American,Accepted,on 12/01/2024,E-mail,3.69,0,0,0.0,With a research assistantship !,https://www.thegradcafe.com/result/904532
